,genes,logFC,AveExpr,t,P.Value,adj.P.Val,expr
SLC16A3,SLC16A3,1.17776258467521,7.66184232319006,6.33014630273924,2.48384099418865e-10,1.86561297073509e-08,up
MMP1,MMP1,4.07211340740002,0.473977499190361,6.32852364433505,2.51006189171217e-10,1.87592784762688e-08,up
SPTBN5,SPTBN5,2.07808354220168,2.54382700448483,6.32005637151877,2.65133408108339e-10,1.96442125019418e-08,up
SLC12A2,SLC12A2,-1.31720136168677,6.04957474315712,-6.3198645225658,2.65462331107322e-10,1.96442125019418e-08,down
ARHGAP18,ARHGAP18,-1.49630638746082,4.96223305436865,-6.31422753016137,2.75306785092726e-10,2.02728359101124e-08,down
CASP1,CASP1,3.17244123781559,1.0903033794822,6.29368420397692,3.14293486000599e-10,2.30308133985415e-08,up
GPRC5A,GPRC5A,1.16210486787885,8.06577423984376,6.27097597076442,3.63670074174323e-10,2.65196691953722e-08,up
CST1,CST1,1.25981966201293,5.78349254212225,6.26345486826016,3.81635469352061e-10,2.76953044473752e-08,up
FDXR,FDXR,-1.29890488844113,6.04904043544441,-6.24691383813165,4.24248301832866e-10,3.06397018756409e-08,down
FGFR4,FGFR4,-1.18840904952826,7.58895152890906,-6.23703152057957,4.51887330555557e-10,3.24796721512229e-08,down
LXN,LXN,-1.36951641928181,5.55250054536355,-6.23520634465593,4.57180859360172e-10,3.2703670806231e-08,down
C3,C3,1.14742388198184,9.36680788441138,6.22909966683681,4.75335714455015e-10,3.38411995381196e-08,up
CACNG7,CACNG7,1.46394818024091,4.36522432799598,6.22738228881,4.80566920755163e-10,3.40522466206795e-08,up
ECM1,ECM1,1.81594898234632,3.0994097693797,6.22051095855018,5.02065219599676e-10,3.54085621071659e-08,up
RPPH1,RPPH1,1.73892133335395,3.32029669992227,6.21977026517978,5.04437913152104e-10,3.54096557540697e-08,up
COL7A1,COL7A1,1.14032793903394,10.5401444725801,6.2140109821572,5.23263994357245e-10,3.65603335964397e-08,up
SPOCK1,SPOCK1,3.06879772221375,1.12432652321775,6.19567072590894,5.87898407952568e-10,4.08861568715902e-08,up
F7,F7,-2.46240070746093,2.78017646493825,-6.19020883952327,6.08609026086298e-10,4.21314506445547e-08,down
TNFRSF12A,TNFRSF12A,1.15099057898356,7.70580029158639,6.18917082099841,6.12624750648391e-10,4.22149036891749e-08,up
HAS3,HAS3,1.34811547475351,4.9141039735468,6.16250568725941,7.25117839615598e-10,4.97384483411211e-08,up
ASPM,ASPM,-1.58834908992844,4.38028405422235,-6.10774536798429,1.0228709426339e-09,6.98434877283927e-08,down
PHF11,PHF11,1.41250511438452,4.48362683759871,6.10695658048875,1.02793054457415e-09,6.98713694144476e-08,up
NRP2,NRP2,1.14558606096401,7.07066605720748,6.08108844530416,1.20807821753991e-09,8.1746626053534e-08,up
TOP2A,TOP2A,-1.17065577463298,7.28842822954467,-6.0789289975181,1.22443789322105e-09,8.24820898294467e-08,down
ZDHHC8P1,ZDHHC8P1,-1.83558206668349,3.67149989389255,-6.06763671402376,1.31356751304927e-09,8.77651208978973e-08,down
